row_id,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,attack_name,difficulty,category,novel_attack
5282,0,tcp,X11,S1,1256,11240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.00,1.00,0.00,0.00,1.00,0.00,0.00,255,1,0.00,0.02,0.00,0.00,0.00,1.00,0.00,0.00,xsnoop,12,r2l,1
11382,0,tcp,imap4,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.00,0.00,0.50,1.00,0.50,1.00,0.00,255,65,0.25,0.01,0.00,0.00,0.00,0.00,0.66,1.00,mscan,16,probe,1
7322,0,tcp,telnet,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,0.00,0.00,1.00,1.00,0.62,0.06,0.00,255,21,0.08,0.73,0.00,0.00,0.00,0.00,0.93,0.95,neptune,14,dos,0
7105,2,tcp,telnet,SF,24,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.00,0.00,0.75,0.50,0.50,0.75,0.00,255,60,0.24,0.03,0.00,0.00,0.00,0.02,0.64,0.72,mscan,12,probe,1
631,0,tcp,telnet,SF,120,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,115,0.45,0.02,0.00,0.00,0.00,0.00,0.01,0.03,guess_passwd,11,r2l,0
13797,0,tcp,telnet,SF,125,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,67,0.26,0.02,0.00,0.00,0.00,0.00,0.01,0.04,guess_passwd,11,r2l,0
17413,0,tcp,ftp_data,SF,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,5,13,1.00,0.00,1.00,0.23,0.00,0.00,0.00,0.00,warezmaster,15,r2l,0
10900,905,tcp,http,RSTR,62344,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,48,0.02,0.02,0.96,0.96,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,apache2,15,dos,1
4411,0,udp,private,SF,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,254,1.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,snmpguess,15,r2l,1
3143,0,udp,private,SF,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.00,0.00,0.00,0.00,1.00,0.00,0.00,35,10,0.29,0.11,0.29,0.00,0.00,0.00,0.00,0.00,teardrop,11,dos,0
7095,4,tcp,pop_3,SF,28,103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,218,0.85,0.02,0.00,0.00,0.00,0.00,0.04,0.01,guess_passwd,15,r2l,0
5051,0,tcp,sunrpc,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.00,0.00,1.00,1.00,1.00,0.00,1.00,212,50,0.19,0.02,0.00,0.04,0.00,0.00,0.89,1.00,mscan,13,probe,1
10024,0,tcp,telnet,RSTO,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.50,1.00,0.50,1.00,0.00,1.00,255,48,0.19,0.03,0.00,0.00,0.00,0.02,0.54,0.77,mscan,16,probe,1
20825,0,tcp,telnet,SF,21,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.00,0.00,0.75,0.50,0.50,0.75,0.00,255,73,0.29,0.03,0.00,0.00,0.00,0.00,0.43,0.48,mscan,12,probe,1
10280,0,icmp,eco_i,SF,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,0.00,0.00,0.00,0.00,1.00,0.00,1.00,2,255,1.00,0.00,1.00,0.25,0.00,0.00,0.00,0.00,saint,15,probe,1
4042,0,tcp,pop_3,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0.00,0.00,1.00,0.95,0.33,1.00,1.00,52,60,0.25,0.10,0.02,0.03,0.04,0.02,0.81,0.97,mscan,15,probe,1
15974,0,tcp,telnet,SF,125,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,85,0.33,0.02,0.00,0.00,0.00,0.00,0.01,0.04,guess_passwd,11,r2l,0
12410,1,tcp,imap4,RSTO,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0.00,0.00,1.00,1.00,0.50,1.00,1.00,215,59,0.23,0.02,0.00,0.03,0.01,0.02,0.87,0.97,mscan,13,probe,1
5764,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,1.00,1.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.28,0.28,0.70,0.70,apache2,16,dos,1
16315,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,1,0.08,0.00,0.91,1.00,0.00,1.00,0.00,255,1,0.00,1.00,0.00,0.00,0.05,0.00,0.93,1.00,saint,17,probe,1
5730,4,tcp,pop_3,SF,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,238,0.93,0.02,0.00,0.00,0.00,0.00,0.03,0.00,guess_passwd,17,r2l,0
10765,7430,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,207,0.81,0.02,0.00,0.00,0.30,0.33,0.01,0.01,processtable,15,dos,1
8068,4,tcp,pop_3,SF,26,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,242,0.95,0.01,0.00,0.00,0.00,0.00,0.03,0.00,guess_passwd,17,r2l,0
5334,0,udp,private,SF,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.00,0.00,0.00,0.00,0.75,0.50,0.00,255,254,1.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,snmpguess,12,r2l,1
18288,5,tcp,pop_3,SF,31,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,231,0.91,0.02,0.00,0.00,0.00,0.00,0.06,0.00,guess_passwd,16,r2l,0
7243,280,tcp,ftp_data,SF,283618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,14,14,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,warezmaster,14,r2l,0
7846,5,tcp,pop_3,SF,26,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,226,0.89,0.02,0.00,0.00,0.00,0.00,0.08,0.00,guess_passwd,15,r2l,0
14257,0,tcp,sunrpc,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,1.00,1.00,1.00,0.00,1.00,255,21,0.08,0.03,0.00,0.00,0.02,0.00,0.38,1.00,mscan,13,probe,1
7305,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0.50,0.50,0.47,0.47,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.09,0.09,0.70,0.70,apache2,16,dos,1
3992,0,tcp,telnet,SF,121,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,77,0.30,0.02,0.00,0.00,0.00,0.00,0.01,0.04,guess_passwd,11,r2l,0
21827,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1.00,1.00,0.00,0.00,1.00,0.00,0.00,255,245,0.96,0.01,0.00,0.00,0.10,0.10,0.56,0.59,apache2,12,dos,1
3060,939,tcp,http,RSTR,55044,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44,44,0.02,0.02,0.95,0.95,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,apache2,15,dos,1
927,4,tcp,pop_3,SF,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,248,229,0.92,0.01,0.00,0.00,0.00,0.00,0.04,0.00,guess_passwd,13,r2l,0
13550,903,tcp,http,RSTR,57964,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56,56,0.02,0.02,0.96,0.96,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.21,0.21,apache2,15,dos,1
19811,0,udp,private,SF,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,snmpguess,17,r2l,1
5416,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0.00,0.00,0.67,0.67,1.00,0.00,0.00,255,253,0.99,0.01,0.00,0.00,0.00,0.00,0.06,0.06,back,17,dos,0
5843,0,udp,private,SF,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,254,1.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,snmpguess,16,r2l,1
8892,0,udp,private,SF,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,254,1.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,snmpguess,15,r2l,1
1240,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,1.00,1.00,1.00,0.00,0.00,255,15,0.06,0.02,0.00,0.00,0.00,0.00,0.07,1.00,httptunnel,16,u2r,1
7669,0,tcp,pop_3,RSTO,0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.00,0.00,1.00,1.00,1.00,0.00,1.00,211,57,0.24,0.02,0.00,0.04,0.00,0.00,0.88,0.98,mscan,13,probe,1
15923,4,tcp,pop_3,SF,26,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,229,0.90,0.02,0.00,0.00,0.00,0.00,0.07,0.00,guess_passwd,16,r2l,0
7124,282,tcp,ftp,SF,156,593,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,13,0.05,0.71,0.00,0.00,0.00,0.00,0.71,0.00,warezmaster,13,r2l,0
7463,0,udp,private,SF,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,snmpguess,16,r2l,1
20929,0,udp,private,SF,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,254,1.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,snmpguess,16,r2l,1
9993,801,tcp,http,RSTR,59424,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,32,0.00,0.00,1.00,1.00,1.00,0.00,0.00,255,253,0.99,0.01,0.00,0.00,0.00,0.00,0.16,0.16,apache2,15,dos,1
1294,0,tcp,ftp_data,SF,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1,21,1.00,0.00,1.00,0.19,0.00,0.00,0.00,0.00,warezmaster,15,r2l,0
21560,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.42,0.42,0.58,0.58,1.00,0.00,0.00,255,244,0.96,0.01,0.00,0.00,0.04,0.04,0.56,0.59,apache2,14,dos,1
3873,897,tcp,http,RSTR,73024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,30,0.17,0.17,0.83,0.83,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.03,0.03,0.68,0.68,apache2,17,dos,1
17692,2065,tcp,http,RSTR,55744,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.00,0.00,1.00,1.00,1.00,0.00,0.00,255,244,0.96,0.01,0.00,0.00,0.02,0.02,0.54,0.56,apache2,14,dos,1
8591,2069,tcp,http,RSTR,72564,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.00,0.00,1.00,1.00,1.00,0.00,0.00,255,237,0.93,0.01,0.00,0.00,0.00,0.00,0.19,0.20,apache2,14,dos,1
3447,0,tcp,imap4,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.00,1.00,0.00,0.00,1.00,0.00,0.00,137,72,0.34,0.02,0.01,0.03,1.00,0.64,0.00,0.36,mscan,17,probe,1
16521,2055,tcp,http,RSTR,72564,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.00,0.00,1.00,1.00,1.00,0.00,0.00,255,243,0.95,0.01,0.00,0.00,0.02,0.02,0.37,0.39,apache2,14,dos,1
1943,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,243,0.95,0.01,0.00,0.00,0.00,0.00,0.06,0.06,back,12,dos,0
12368,0,tcp,telnet,SF,119,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,177,0.69,0.02,0.00,0.00,0.00,0.00,0.02,0.03,guess_passwd,15,r2l,0
8771,0,udp,private,SF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,1,0.00,0.00,0.00,0.00,0.01,1.00,0.00,255,1,0.00,0.92,1.00,0.00,0.00,0.00,0.00,0.00,satan,16,probe,0
19363,0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,251,0.98,0.01,0.00,0.00,0.00,0.00,0.01,0.01,back,16,dos,0
19083,0,tcp,telnet,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0.00,0.16,1.00,0.21,1.00,0.00,0.58,58,84,0.33,0.09,0.02,0.02,0.00,0.00,0.90,0.70,mscan,13,probe,1
14109,774,tcp,http,RSTR,87164,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.00,0.00,1.00,1.00,1.00,0.00,0.00,236,233,0.99,0.01,0.00,0.00,0.00,0.00,0.05,0.05,apache2,14,dos,1
