row_id,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,category,novel_attack,attack_name,difficulty
13304,0,tcp,http,SF,301,1156,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,1.00,0.00,1.00,4,255,1.00,0.00,0.25,0.02,0.00,0.00,0.00,0.00,normal,0,normal,21
11557,0,tcp,http,SF,299,1380,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,21,0.00,0.00,0.00,0.00,1.00,0.00,0.10,255,204,0.80,0.14,0.00,0.00,0.00,0.00,0.13,0.00,normal,0,normal,18
3106,0,tcp,http,SF,349,1213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal,0,normal,21
189,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,17,0.00,0.00,1.00,1.00,0.12,0.06,0.00,255,17,0.07,0.06,0.00,0.00,0.00,0.00,1.00,1.00,dos,0,neptune,21
22120,0,tcp,http,SF,244,5474,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.00,0.00,0.00,0.00,1.00,0.00,0.00,222,255,1.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,normal,0,normal,21
17377,0,tcp,http,SF,235,12755,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2,255,1.00,0.00,0.50,0.07,0.00,0.00,0.00,0.00,normal,0,normal,21
5809,7268,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,246,0.96,0.02,0.00,0.00,0.33,0.35,0.04,0.02,dos,1,processtable,19
20062,902,tcp,http,RSTR,62344,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89,89,0.01,0.01,0.98,0.98,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.34,0.34,dos,1,apache2,15
12771,0,tcp,http,SF,154,11658,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,1.00,0.00,1.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal,0,normal,21
9043,0,tcp,private,SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.00,1.00,0.00,0.00,1.00,0.00,0.00,196,1,0.01,1.00,0.99,0.00,0.99,1.00,0.00,0.00,probe,0,nmap,18
9827,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,1,0.15,0.00,0.85,1.00,0.00,1.00,0.00,255,1,0.00,0.98,0.00,0.00,0.13,0.00,0.87,1.00,probe,0,satan,18
5879,0,udp,private,SF,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,254,1.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,r2l,1,snmpguess,14
21879,0,udp,domain_u,SF,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,213,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,246,0.96,0.01,0.00,0.00,0.00,0.00,0.00,0.00,normal,0,normal,18
3751,0,tcp,imap4,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.00,0.00,0.67,1.00,0.33,0.67,1.00,255,21,0.08,0.40,0.00,0.00,0.00,0.00,0.17,1.00,probe,1,mscan,14
10959,0,tcp,other,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,1,0.02,1.00,0.97,0.00,0.00,1.00,0.00,255,1,0.00,1.00,0.00,0.00,0.05,1.00,0.95,0.00,probe,0,satan,20
8678,0,tcp,http,SF,252,642,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0.00,0.00,0.00,0.00,1.00,0.00,0.50,19,255,1.00,0.00,0.05,0.03,0.00,0.00,0.00,0.00,normal,0,normal,21
5163,0,udp,domain_u,SF,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0.00,0.00,0.00,0.00,1.00,0.00,0.33,255,253,0.99,0.01,0.01,0.00,0.00,0.00,0.00,0.00,normal,0,normal,21
7014,0,tcp,http,SF,202,3361,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.00,0.00,0.00,0.00,1.00,0.00,0.00,37,243,1.00,0.00,0.03,0.03,0.00,0.00,0.00,0.00,normal,0,normal,21
14139,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,6,0.00,0.00,1.00,1.00,0.02,0.06,0.00,255,6,0.02,0.07,0.00,0.00,0.00,0.00,1.00,1.00,dos,0,neptune,21
22190,0,icmp,ecr_i,SF,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,213,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,dos,0,smurf,18
9829,0,tcp,klogin,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,4,0.00,0.00,1.00,1.00,0.03,0.06,0.00,255,4,0.02,0.06,0.00,0.00,0.00,0.00,1.00,1.00,dos,0,neptune,19
7283,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,1,0.09,0.00,0.91,1.00,0.00,1.00,0.00,255,1,0.00,1.00,0.00,0.00,0.07,0.00,0.93,1.00,probe,0,satan,20
14121,0,tcp,http,SF,221,18217,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal,0,normal,21
3053,0,tcp,http,SF,310,596,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,1.00,0.00,1.00,12,255,1.00,0.00,0.08,0.03,0.00,0.00,0.00,0.00,normal,0,normal,21
1843,0,icmp,ecr_i,SF,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,220,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,dos,0,smurf,18
20669,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,179,0.70,0.01,0.70,0.00,0.00,0.00,0.00,0.00,dos,0,smurf,19
11601,0,tcp,http,SF,333,31171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,82,246,1.00,0.00,0.01,0.03,0.00,0.00,0.00,0.00,normal,0,normal,21
20093,0,tcp,http,SF,181,11444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.00,0.00,0.00,0.00,1.00,0.00,0.00,45,255,1.00,0.00,0.02,0.04,0.00,0.00,0.00,0.00,normal,0,normal,21
5894,0,udp,private,SF,55,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.93,0.00,0.00,0.00,0.00,0.00,normal,0,normal,17
15778,0,tcp,ftp_data,SF,7233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.00,0.00,0.00,0.00,1.00,0.00,0.00,33,110,0.82,0.06,0.82,0.02,0.00,0.00,0.00,0.00,normal,0,normal,21
17627,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,14,0.00,0.00,1.00,1.00,0.06,0.07,0.00,255,14,0.05,0.08,0.00,0.00,0.00,0.00,1.00,1.00,dos,0,neptune,21
13159,0,tcp,http,SF,244,306,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0.00,0.00,0.00,0.00,1.00,0.00,0.80,23,255,1.00,0.00,0.04,0.01,0.00,0.00,0.00,0.00,normal,0,normal,21
13914,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,11,0.00,0.00,1.00,1.00,0.05,0.07,0.00,255,11,0.04,0.08,0.00,0.00,0.00,0.00,1.00,1.00,dos,0,neptune,21
6639,0,tcp,http,SF,237,198,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,115,255,1.00,0.00,0.01,0.02,0.00,0.00,0.00,0.00,normal,0,normal,21
3572,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,19,1.00,1.00,0.00,0.00,0.15,0.07,0.00,255,19,0.07,0.06,0.00,0.00,1.00,1.00,0.00,0.00,dos,0,neptune,21
15766,0,tcp,courier,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,17,0.00,0.00,1.00,1.00,0.11,0.05,0.00,255,17,0.07,0.05,0.00,0.00,0.00,0.00,1.00,1.00,dos,0,neptune,18
10068,281,tcp,ftp_data,SF,283618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,47,63,0.04,0.11,0.04,0.03,0.00,0.00,0.00,0.00,r2l,0,warezmaster,3
19817,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,11,0.00,0.00,1.00,1.00,0.09,0.08,0.00,255,11,0.04,0.07,0.00,0.00,0.00,0.00,1.00,1.00,dos,0,neptune,21
21009,3,tcp,pop_3,SF,30,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,248,0.97,0.01,0.00,0.00,0.00,0.00,0.01,0.00,r2l,0,guess_passwd,18
1944,0,udp,domain_u,SF,44,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,222,0.00,0.00,0.00,0.00,0.99,0.01,0.01,255,254,1.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,normal,0,normal,18
6219,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,19,1.00,1.00,0.00,0.00,0.18,0.06,0.00,8,6,0.75,0.25,0.12,0.00,1.00,1.00,0.00,0.00,dos,0,neptune,18
10908,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,16,0.00,0.00,1.00,1.00,0.12,0.06,0.00,255,16,0.06,0.06,0.00,0.00,0.00,0.00,1.00,1.00,dos,0,neptune,21
11403,0,tcp,http,SF,372,361,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,20,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal,0,normal,21
20174,905,tcp,http,RSTR,60884,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,50,0.02,0.02,0.96,0.96,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.19,0.19,dos,1,apache2,15
3770,0,tcp,telnet,SF,123,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,19,0.07,0.02,0.00,0.00,0.00,0.00,0.00,0.05,r2l,0,guess_passwd,8
3101,0,udp,domain_u,SF,33,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0.00,0.00,0.00,0.00,0.67,0.67,0.40,4,4,1.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,normal,0,normal,21
8453,0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,dos,0,smurf,18
18769,0,tcp,http,SF,297,2729,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,48,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal,0,normal,21
12379,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,1,1.00,1.00,0.00,0.00,0.01,0.07,0.00,255,1,0.00,0.06,0.00,0.00,1.00,1.00,0.00,0.00,dos,0,neptune,21
16799,6103,tcp,IRC,RSTR,583,7308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.00,0.00,0.50,1.00,0.50,1.00,0.00,46,20,0.43,0.04,0.02,0.00,0.00,0.00,0.26,0.60,normal,0,normal,20
18965,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,13,0.00,0.00,1.00,1.00,0.06,0.05,0.00,255,13,0.05,0.05,0.00,0.00,0.00,0.00,1.00,1.00,dos,0,neptune,21
4162,1,tcp,smtp,SF,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,77,0.30,0.14,0.00,0.00,0.00,0.00,0.68,0.00,dos,1,mailbomb,11
16116,0,tcp,efs,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,4,0.00,0.00,1.00,1.00,0.04,0.07,0.00,255,4,0.02,0.06,0.00,0.00,0.00,0.00,1.00,1.00,dos,0,neptune,18
14542,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,2,1.00,1.00,0.00,0.00,0.02,0.08,0.00,255,2,0.01,0.06,0.00,0.00,1.00,1.00,0.00,0.00,dos,0,neptune,21
10071,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,11,1.00,1.00,0.00,0.00,0.07,0.09,0.00,255,11,0.04,0.08,0.00,0.00,1.00,1.00,0.00,0.00,dos,0,neptune,21
2555,0,tcp,http,SF,294,3091,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.00,0.00,0.00,0.00,1.00,0.00,0.00,5,255,1.00,0.00,0.20,0.04,0.00,0.00,0.00,0.00,normal,0,normal,21
11010,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,14,0.00,0.00,1.00,1.00,0.34,0.10,0.00,255,57,0.22,0.11,0.00,0.00,0.00,0.00,0.99,1.00,dos,0,neptune,17
21592,0,tcp,http,SF,202,674,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1,255,1.00,0.00,1.00,0.02,0.00,0.00,0.00,0.00,normal,0,normal,21
8494,0,tcp,pop_3,SF,30,217,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.12,0.25,0.00,161,14,0.09,0.03,0.01,0.00,0.00,0.00,0.00,0.00,r2l,0,guess_passwd,7
6475,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.00,0.00,1.00,1.00,0.20,1.00,0.00,14,1,0.07,0.57,0.36,0.00,0.00,0.00,0.36,1.00,probe,0,portsweep,15
16349,0,tcp,name,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,19,0.00,0.00,1.00,1.00,0.07,0.06,0.00,255,19,0.07,0.07,0.00,0.00,0.00,0.00,1.00,1.00,dos,0,neptune,20
19134,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.11,0.00,0.89,1.00,0.00,1.00,0.00,255,1,0.00,1.00,0.00,0.00,0.06,0.00,0.94,1.00,probe,0,satan,20
7695,0,tcp,telnet,SF,120,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,254,1.00,0.01,0.00,0.00,0.02,0.02,0.02,0.02,r2l,0,guess_passwd,15
6118,0,tcp,ftp_data,SF,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,7,8,0.86,0.29,0.86,0.25,0.00,0.00,0.00,0.00,r2l,0,warezmaster,6
20993,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,10,0.00,0.00,1.00,1.00,0.04,0.07,0.00,255,10,0.04,0.07,0.00,0.00,0.00,0.00,1.00,1.00,dos,0,neptune,21
12059,0,tcp,http,SF,300,3389,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.00,0.00,0.00,0.00,1.00,0.00,0.00,21,230,1.00,0.00,0.05,0.01,0.00,0.00,0.00,0.00,normal,0,normal,21
18803,0,tcp,http,SF,304,888,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.00,0.00,0.00,0.00,1.00,0.00,0.00,192,255,1.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,normal,0,normal,21
912,0,tcp,http,SF,294,1825,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,22,0.00,0.00,0.00,0.00,1.00,0.00,0.14,5,255,1.00,0.00,0.20,0.03,0.00,0.00,0.00,0.00,normal,0,normal,21
15027,0,tcp,http,SF,332,6328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,35,0.00,0.00,0.00,0.00,1.00,0.00,0.09,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal,0,normal,21
17745,0,tcp,http,SF,209,1471,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,0.00,0.00,0.00,0.00,1.00,0.00,0.33,72,255,1.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,normal,0,normal,21
13775,0,udp,private,SF,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,254,1.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,r2l,1,snmpguess,16
18492,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,4,0.00,0.00,1.00,1.00,0.02,0.07,0.00,255,4,0.02,0.07,0.00,0.00,0.00,0.00,1.00,1.00,dos,0,neptune,21
9312,3,tcp,telnet,SF,24,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0.00,0.00,0.67,0.50,0.33,1.00,1.00,224,84,0.33,0.02,0.00,0.02,0.00,0.00,0.89,0.68,probe,1,mscan,10
1474,0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,252,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,dos,0,smurf,19
13700,0,tcp,rje,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,10,0.00,0.00,1.00,1.00,0.04,0.05,0.00,255,10,0.04,0.06,0.00,0.00,0.00,0.00,1.00,1.00,dos,0,neptune,21
20754,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,10,0.00,0.00,1.00,1.00,0.07,0.06,0.00,255,10,0.04,0.05,0.00,0.00,0.00,0.00,1.00,1.00,dos,0,neptune,21
1486,0,icmp,ecr_i,SF,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,dos,0,smurf,18
9835,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,1,0.00,0.00,1.00,1.00,0.01,0.07,0.00,255,1,0.00,0.06,0.00,0.00,0.00,0.00,1.00,1.00,dos,0,neptune,21
19544,0,tcp,ftp_data,SF,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.00,0.00,0.00,0.00,1.00,0.00,0.00,122,37,0.09,0.04,0.09,0.05,0.00,0.00,0.02,0.00,normal,0,normal,21
13974,0,icmp,ecr_i,SF,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,113,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,dos,0,smurf,18
14415,0,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal,0,normal,18
4130,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,15,0.00,0.00,1.00,1.00,0.12,0.06,0.00,255,15,0.06,0.06,0.00,0.00,0.00,0.00,1.00,1.00,dos,0,neptune,21
6035,0,tcp,private,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,6,0.00,0.00,1.00,1.00,0.06,0.07,0.00,255,6,0.02,0.06,0.00,0.00,0.00,0.00,1.00,1.00,dos,0,neptune,21
12904,0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1,1.00,1.00,0.00,0.00,0.00,0.06,0.00,255,1,0.00,0.07,0.00,0.00,1.00,1.00,0.00,0.00,dos,0,neptune,20
6521,0,tcp,http,SF,455,6194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,9,0.00,0.00,0.00,0.00,1.00,0.00,0.22,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal,0,normal,21
5329,0,tcp,http,SF,221,2964,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.00,0.00,0.00,0.00,1.00,0.00,0.00,255,255,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,normal,0,normal,21
18566,0,tcp,whois,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,16,0.00,0.00,1.00,1.00,0.08,0.06,0.00,255,16,0.06,0.06,0.00,0.00,0.00,0.00,1.00,1.00,dos,0,neptune,18
